recno,LC,TBest,TBest2,Mbest,Mbest2,SolID,Source,Pf,e_Pf,P1O,e_P1O,P2O,e_P2O,P3O,e_P3O,EpG,e_EpG,EpBP,e_EpBP,EpRP,e_EpRP,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,AmpG,e_AmpG,AmpBP,e_AmpBP,AmpRP,e_AmpRP,[Fe/H],e_[Fe/H],R21G,e_R21G,R31G,e_R31G,phi21G,e_phi21G,phi31G,e_phi31G,o_EpG,o_EpBP,o_EpRP,RA_ICRS,DE_ICRS,_RA.icrs,_DE.icrs
55,LC,DCEP,,FIRST_OVERTONE,,369295551293819386,4757521942202075904,nan,nan,0.66839584,3.23E-6,nan,nan,nan,nan,1735.27861559,4.56E-6,1735.27015367,4.56E-6,1735.318447,4.56E-6,17.2249,6.0E-4,17.4881,0.0042,16.8141,0.0038,0.278298,0.002752,0.253167,0.022548,0.136188,0.019814,nan,nan,0.19565,0.01086,0.16836,0.00738,2.94663,0.04425,0.47071,0.07448,23,18,20,84.00742798862,-62.92647348447,84.00742798862,-62.92647348447
56,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4659993169187909888,10.40124386,1.2834E-4,nan,nan,nan,nan,nan,nan,1661.74257921,1.815E-4,1661.34369416,1.815E-4,1661.41147636,1.815E-4,15.7227,1.0E-4,16.5191,0.0016,14.8446,9.0E-4,0.346037,4.73E-4,0.447596,0.005201,0.319505,0.002979,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,40,39,85.98260124744,-65.79626068825,85.98260124744,-65.79626068825
57,LC,T2CEP,BL_HER,NOT_APPLICABLE,,369295551293819386,4662232736950100480,3.03440203,1.134E-5,nan,nan,nan,nan,nan,nan,1668.06926978,1.604E-5,1668.08990361,1.604E-5,1668.22063469,1.604E-5,17.4553,2.0E-4,17.9335,0.0036,16.6784,0.0017,0.517319,0.001456,0.543672,0.023133,0.369894,0.013647,nan,nan,0.11757,0.00233,nan,nan,6.99823,0.01676,nan,nan,78,70,68,75.18981156798,-65.98420636099,75.18981156798,-65.98420636099
58,LC,ACEP,,FUNDAMENTAL,,369295551293819386,4690018319172289536,0.88574037,4.07E-6,nan,nan,nan,nan,nan,nan,1700.67254883,5.76E-6,1774.34039821,5.76E-6,1836.36754789,5.76E-6,18.5121,0.0013,18.8184,0.0235,18.1112,0.0219,0.951059,0.01447,0.344388,0.061423,0.235547,0.06732,nan,nan,0.68425,0.0177,0.46416,0.01268,4.42262,0.0205,3.27558,0.04505,25,17,15,8.82677314445,-71.64234694759,8.82677314445,-71.64234694759
59,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4689276943396415360,2.24333698,4.7E-6,nan,nan,nan,nan,nan,nan,1696.23950333,6.64E-6,1696.28423222,6.64E-6,1696.44192547,6.64E-6,16.6518,4.0E-4,16.9765,0.0036,16.2543,0.0029,1.449116,0.002017,1.165244,0.025276,0.564795,0.01584,nan,nan,0.7547,0.00246,0.55707,0.00222,4.56167,0.00442,2.74503,0.00969,28,24,24,13.88974134358,-71.76246821215,13.88974134358,-71.76246821215
60,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4685572723081041280,1.21624017,4.0E-6,nan,nan,nan,nan,nan,nan,1698.26273909,5.66E-6,1739.62692937,5.66E-6,1739.63656368,5.66E-6,17.7399,8.0E-4,17.7456,0.0083,17.3349,0.0286,0.877764,0.003498,1.262596,0.033302,0.442647,0.093005,-0.45,0.22,0.52983,0.00572,nan,nan,3.82069,0.00869,nan,nan,24,21,17,12.10487801926,-73.9356354074,12.10487801926,-73.9356354074
61,LC,ACEP,,FIRST_OVERTONE,,369295551293819386,4659868232868059392,nan,nan,0.82695098,1.09E-6,nan,nan,nan,nan,1665.18799459,1.54E-6,1665.20282676,1.54E-6,1665.22027688,1.54E-6,17.477,1.0E-4,17.6488,6.0E-4,17.1453,6.0E-4,0.577186,0.001582,0.658199,0.0157,0.449231,0.006566,nan,nan,0.1399,0.00112,0.04261,0.00179,4.3851,0.0111,2.93567,0.03357,204,191,187,86.52137279863,-66.41367753312,86.52137279863,-66.41367753312
62,LC,DCEP,,MULTI,F/1O,369295551293819386,4687136258678152832,0.88271072,5.458E-5,0.63553726,1.33E-6,nan,nan,nan,nan,1699.89922083,1.42E-6,1699.90131819,1.42E-6,1699.94729073,1.42E-6,17.8092,0.001,17.9814,0.0239,17.4625,0.0068,0.651981,0.001467,0.610826,0.03385,0.533111,0.009656,nan,nan,0.25848,0.00405,0.14797,0.00411,3.82736,0.0252,1.56358,0.02568,32,23,26,17.30069039526,-73.46405011751,17.30069039526,-73.46405011751
63,LC,ACEP,,FUNDAMENTAL,,369295551293819386,4662476484910060288,0.97663637,9.9E-7,nan,nan,nan,nan,nan,nan,1664.22045189,1.41E-6,1665.21335218,1.41E-6,1664.27413223,1.41E-6,18.1356,6.0E-4,18.4004,0.0052,17.7186,0.0039,0.723423,0.00261,0.791589,0.035768,0.519,0.025752,nan,nan,0.36354,0.00382,0.34154,0.00473,3.91861,0.01625,1.55328,0.01702,58,48,48,70.48430356812,-66.86643059705,70.48430356812,-66.86643059705
64,LC,DCEP,,MULTI,F/2O,369295551293819386,4757456147604475392,1.09098394,6.13E-6,nan,nan,0.73531247,5.934E-5,nan,nan,1734.29111818,6.54E-6,1734.31109433,6.54E-6,1734.3407237,6.54E-6,16.3615,0.001,16.5744,0.0171,16.01,0.014,0.573099,0.001479,0.627799,0.024156,0.379962,0.019804,nan,nan,0.28365,0.00331,0.06151,0.00303,3.93586,0.01237,1.98143,0.06874,21,16,16,81.34978325376,-62.60264656949,81.34978325376,-62.60264656949
65,LC,DCEP,,FIRST_OVERTONE,,369295551293819386,4767484964954044544,nan,nan,2.16923997,1.8E-5,nan,nan,nan,nan,1763.91076688,2.545E-5,1763.98238545,2.545E-5,1763.93995711,2.545E-5,15.3562,4.0E-4,15.6458,0.0023,14.9216,0.0059,0.390046,0.001382,0.430848,0.011251,0.282555,0.018323,nan,nan,0.14046,0.00307,nan,nan,4.61084,0.01617,nan,nan,23,18,17,87.95841440069,-55.74149221848,87.95841440069,-55.74149221848
66,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4662227960945916416,33.02754606,0.00120595,nan,nan,nan,nan,nan,nan,1599.79362008,0.00170546,1599.79779496,0.00170546,1598.95910739,0.00170546,15.8618,2.0E-4,16.3712,0.0017,15.1408,0.0011,0.353293,4.88E-4,0.425861,0.007144,0.350722,0.002985,nan,nan,0.14056,0.00151,nan,nan,1.91734,0.01093,nan,nan,83,74,73,75.67810022449,-65.936479283,75.67810022449,-65.936479283
67,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4628136842683168768,1.48078042,9.27E-6,nan,nan,nan,nan,nan,nan,1694.59961897,1.311E-5,1694.7108902,1.311E-5,1694.64844206,1.311E-5,17.6578,7.0E-4,17.9966,0.0083,17.1587,0.0203,0.646767,0.005075,0.585189,0.046072,0.33324,0.060973,-0.21,0.22,0.45696,0.00639,0.2565,0.0041,4.46033,0.01466,2.76651,0.03371,25,22,18,67.51001612951,-75.72852938692,67.51001612951,-75.72852938692
68,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4636112425153243904,1.25456852,1.12E-6,nan,nan,nan,nan,nan,nan,1698.188682,1.59E-6,1698.20789273,1.59E-6,1698.23688277,1.59E-6,17.3368,6.0E-4,17.5448,0.0045,16.8377,0.0053,2.156249,0.006414,2.373899,0.067523,1.13906,0.037086,-0.97,0.22,0.68814,0.00143,0.40139,0.00163,5.21484,0.00463,4.30972,0.00762,34,27,31,16.19342721917,-76.86050390617,16.19342721917,-76.86050390617
69,LC,T2CEP,BL_HER,NOT_APPLICABLE,,369295551293819386,4650514172051326208,1.81669243,1.803E-5,nan,nan,nan,nan,nan,nan,1691.78393974,2.55E-5,1691.7093894,2.55E-5,1691.89428477,2.55E-5,18.3957,0.001,18.7272,0.01,17.8731,0.0074,0.403067,0.004075,0.410764,0.045292,0.280304,0.030862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30,24,22,83.22459108789,-72.83983322708,83.22459108789,-72.83983322708
70,LC,T2CEP,BL_HER,NOT_APPLICABLE,,369295551293819386,4652327614621999872,1.79654924,9.78E-6,nan,nan,nan,nan,nan,nan,1692.81770783,1.383E-5,1692.93107313,1.383E-5,1692.92959303,1.383E-5,16.8373,0.0234,16.8609,0.1233,16.2565,0.0831,1.313063,0.203489,1.514511,0.376106,0.795128,0.236045,nan,nan,0.22473,0.03542,0.47772,0.03154,2.27374,0.61443,1.30839,0.1641,23,19,19,70.43478723173,-74.41493327907,70.43478723173,-74.41493327907
71,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4655381645629840896,4.27657151,3.753E-5,nan,nan,nan,nan,nan,nan,1728.47550017,5.307E-5,1762.8628772,5.307E-5,1762.89819312,5.307E-5,15.6549,5.0E-4,15.7847,0.0339,15.0109,0.015,0.63947,0.001952,1.605871,0.113599,0.889255,0.050705,-0.31,0.23,0.49173,0.00327,nan,nan,4.80362,0.01894,nan,nan,18,13,14,72.7350061149,-69.21413552986,72.7350061149,-69.21413552986
72,LC,DCEP,,FIRST_OVERTONE,,369295551293819386,4658290777341739136,nan,nan,0.40998794,8.6E-7,nan,nan,nan,nan,1695.06300127,1.21E-6,1695.06300127,1.21E-6,1695.06300127,1.21E-6,17.9993,0.0045,nan,nan,nan,nan,0.408904,0.027827,nan,nan,nan,nan,nan,nan,0.19551,0.09935,nan,nan,3.08411,2.10841,nan,nan,21,7,6,79.6163569261,-69.05712619785,79.6163569261,-69.05712619785
73,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4658476324200141952,32.55872772,0.00193141,nan,nan,nan,nan,nan,nan,1617.13892142,0.00273143,1616.61074812,0.00273143,1615.54334362,0.00273143,15.0526,3.0E-4,15.4961,0.0075,14.4773,0.0035,0.418346,7.17E-4,0.247242,0.029997,0.316843,0.027877,nan,nan,0.29753,0.00159,nan,nan,3.84365,0.00763,nan,nan,28,27,27,82.84933017299,-68.4688901519,82.84933017299,-68.4688901519
74,LC,T2CEP,W_VIR,NOT_APPLICABLE,,369295551293819386,4660517086505760640,9.1891401,3.1767E-4,nan,nan,nan,nan,nan,nan,1654.9707139,4.4926E-4,1654.17843758,4.4926E-4,1654.75914404,4.4926E-4,17.0356,1.0E-4,17.4771,0.001,16.4249,7.0E-4,0.224236,6.86E-4,0.257685,0.006196,0.173337,0.00426,nan,nan,0.15336,0.00262,nan,nan,6.98414,0.01673,nan,nan,94,93,87,79.48552841132,-65.85393609519,79.48552841132,-65.85393609519
75,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4657939728212962176,2.8152227,7.5E-6,nan,nan,nan,nan,nan,nan,1688.30811513,1.061E-5,1688.57317269,1.061E-5,1688.39454728,1.061E-5,15.5615,3.0E-4,15.6046,0.0018,15.1074,0.0014,0.704536,0.001727,0.510999,0.007207,0.479445,0.008204,-0.22,0.22,0.46052,0.00422,0.33431,0.00171,4.10326,0.00709,2.16581,0.01258,25,23,22,80.62602278096,-70.15601312022,80.62602278096,-70.15601312022
76,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4661677861526991744,22.70634479,3.6257E-4,nan,nan,nan,nan,nan,nan,1605.55144758,5.1275E-4,1606.84589702,5.1275E-4,1607.0200775,5.1275E-4,13.4214,3.0E-4,13.9466,0.0022,12.8259,5.0E-4,1.121378,0.001189,1.093706,0.004331,0.675718,0.001669,nan,nan,0.40779,5.9E-4,0.27361,5.2E-4,4.70067,0.00237,2.80343,0.00489,34,26,28,74.30153265474,-67.38258103284,74.30153265474,-67.38258103284
77,LC,DCEP,,MULTI,1O/2O,369295551293819386,4663559641331968128,nan,nan,0.67652296,1.08E-6,0.54466767,3.67E-6,nan,nan,1677.83243728,1.39E-6,1677.88140281,1.39E-6,1677.84142873,1.39E-6,17.0651,2.0E-4,17.2325,0.0014,16.5437,0.0012,0.527373,2.25E-4,0.542428,0.001995,1.518984,0.00168,nan,nan,0.17167,0.0019,0.11522,0.00169,3.52083,0.013,1.08779,0.01841,78,68,73,77.61571800253,-65.69916838667,77.61571800253,-65.69916838667
78,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4660219496818765952,27.76215648,9.1155E-4,nan,nan,nan,nan,nan,nan,1603.39887837,0.00128912,1602.36651758,0.00128912,1604.02545854,0.00128912,16.2478,2.0E-4,16.659,0.0013,15.6717,0.0014,0.335564,7.7E-4,0.299267,0.012515,0.251679,0.004793,nan,nan,0.4304,0.00234,nan,nan,5.32489,0.00513,nan,nan,102,94,93,82.36406182974,-66.80214454299,82.36406182974,-66.80214454299
79,LC,T2CEP,W_VIR,NOT_APPLICABLE,,369295551293819386,4685633333672247168,17.16855294,3.6164E-4,nan,nan,nan,nan,nan,nan,1666.65530732,5.1143E-4,1652.69003977,5.1143E-4,1651.45079773,5.1143E-4,16.5723,3.0E-4,16.7604,0.0061,16.0003,0.0037,1.112523,0.001429,1.459151,0.025419,0.940603,0.010507,nan,nan,0.28127,0.00159,nan,nan,5.98353,0.00348,nan,nan,32,31,32,15.14591975289,-73.78276376966,15.14591975289,-73.78276376966
80,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4691023998645738368,1.60821471,3.77E-6,nan,nan,nan,nan,nan,nan,1697.1718384,5.34E-6,1697.29877168,5.34E-6,1697.32479715,5.34E-6,16.7036,5.0E-4,16.8286,0.0051,16.3053,0.0049,1.146906,0.002174,1.357853,0.017563,0.804697,0.021953,-0.3,0.22,0.4846,0.00222,0.29115,0.00325,3.84506,0.00524,1.46485,0.01019,24,18,17,17.49607748459,-69.93793712137,17.49607748459,-69.93793712137
81,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4688951483664768384,5.7563354,2.629E-5,nan,nan,nan,nan,nan,nan,1690.13270892,3.719E-5,1685.34572316,3.719E-5,1689.60857742,3.719E-5,15.5451,3.0E-4,15.6037,0.0011,14.9275,0.001,0.612906,9.06E-4,0.590055,0.004492,0.515544,0.006225,-0.3,0.23,0.49744,0.00414,0.33541,0.00225,4.70184,0.0179,3.09284,0.00667,29,24,24,12.02707570448,-73.05947345833,12.02707570448,-73.05947345833
82,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4659430116175494656,7.35638868,4.792E-5,nan,nan,nan,nan,nan,nan,1674.50691254,6.776E-5,1674.38748899,6.776E-5,1674.64020524,6.776E-5,14.9341,1.0E-4,15.336,0.0032,14.3773,0.0027,0.498172,0.001473,0.707137,0.016801,0.411182,0.012473,nan,nan,0.29475,0.00162,nan,nan,4.89994,0.00691,nan,nan,19,16,16,85.79913920345,-67.32769916918,85.79913920345,-67.32769916918
83,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4660005710492873600,5.08404982,5.771E-5,nan,nan,nan,nan,nan,nan,1726.31737753,8.161E-5,1726.34390921,8.161E-5,1726.23540363,8.161E-5,15.3287,2.0E-4,15.706,0.0014,14.7867,0.0011,0.357058,0.001593,0.445026,0.009734,0.236073,0.019923,0.23,0.23,0.33957,0.00487,nan,nan,4.68288,0.00771,nan,nan,19,19,19,87.25681534239,-65.73928058519,87.25681534239,-65.73928058519
84,LC,DCEP,,FIRST_OVERTONE,,369295551293819386,4614893332502359040,nan,nan,1.00389464,3.98E-6,nan,nan,nan,nan,1737.01056917,5.63E-6,1736.9939919,5.63E-6,1737.16925054,5.63E-6,17.9584,0.0032,18.2219,0.0299,17.3818,0.01,0.667294,0.005058,0.533983,0.16107,0.255861,0.034477,nan,nan,0.32301,0.00899,0.16262,0.00854,3.80518,0.01726,1.59202,0.03943,24,20,17,71.40102510084,-83.98424141571,71.40102510084,-83.98424141571
85,LC,T2CEP,BL_HER,NOT_APPLICABLE,,369295551293819386,4649187405119614848,1.57491154,9.97E-6,nan,nan,nan,nan,nan,nan,1694.32020151,1.41E-5,1694.23327931,1.41E-5,1735.33525539,1.41E-5,16.9706,5.0E-4,17.2518,0.0038,16.4892,0.0056,0.525588,0.002103,0.713214,0.028224,0.282981,0.021302,nan,nan,0.40589,0.00388,0.17274,0.00462,4.08732,0.01178,2.00734,0.02959,22,22,19,75.03871996822,-75.15255315437,75.03871996822,-75.15255315437
86,LC,T2CEP,W_VIR,NOT_APPLICABLE,,369295551293819386,4649895391829910016,13.40448683,1.5902E-4,nan,nan,nan,nan,nan,nan,1658.82622715,2.2488E-4,1658.70576036,2.2488E-4,1659.22879646,2.2488E-4,16.3586,3.0E-4,16.7124,0.0027,15.799,0.0021,1.111449,0.001451,1.322104,0.011472,0.874669,0.010163,nan,nan,0.43053,0.00133,0.11861,0.00114,5.24525,0.00274,2.42626,0.01109,30,29,26,76.68091983753,-72.83933573418,76.68091983753,-72.83933573418
87,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4654487124190642688,82.09656118,0.00488222,nan,nan,nan,nan,nan,nan,1546.02793538,0.0069045,1543.8501089,0.0069045,1547.71800033,0.0069045,15.4527,2.0E-4,16.2487,0.0016,14.5899,0.001,0.741862,9.61E-4,0.882836,0.010304,0.622297,0.00584,nan,nan,0.22722,0.00119,nan,nan,1.17268,0.00696,nan,nan,23,21,22,74.56935192312,-71.91685147187,74.56935192312,-71.91685147187
88,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4655243377723531392,21.26998271,1.6884E-4,nan,nan,nan,nan,nan,nan,1633.65733864,2.3877E-4,1633.98846957,2.3877E-4,1634.06400259,2.3877E-4,13.4881,4.0E-4,13.9053,0.0013,12.8995,0.001,0.855566,0.00237,1.482942,0.007371,0.55854,0.006972,nan,nan,0.28252,0.0011,0.0489,0.00113,4.82415,0.00664,3.01852,0.03255,19,20,17,75.86044292723,-69.1489301996,75.86044292723,-69.1489301996
89,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4655357830010723072,3.29631789,6.027E-5,nan,nan,nan,nan,nan,nan,1729.89332459,8.523E-5,1730.20636097,8.523E-5,1729.97695017,8.523E-5,16.3275,0.0011,16.6751,0.0076,15.761,0.0191,0.437933,0.002426,0.316666,0.011648,0.368957,0.072684,0.22,0.22,0.32496,0.0047,0.1587,0.00497,4.56096,0.03119,2.58787,0.03395,19,18,16,73.11409274704,-69.51523205596,73.11409274704,-69.51523205596
90,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4655778294431132160,38.47925166,0.00296235,nan,nan,nan,nan,nan,nan,1583.63347903,0.0041894,1583.48414277,0.0041894,1584.3594889,0.0041894,16.1163,3.0E-4,16.7068,0.0019,15.3867,0.0012,0.691812,0.001039,0.696966,0.007354,0.68277,0.0047,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,27,27,69.89698395606,-69.55803027124,69.89698395606,-69.55803027124
91,LC,DCEP,,FIRST_OVERTONE,,369295551293819386,4657223392057374336,nan,nan,3.06868092,1.355E-5,nan,nan,nan,nan,1689.26917415,1.916E-5,1689.37476964,1.916E-5,1689.2849752,1.916E-5,15.5892,2.0E-4,15.9429,0.0015,15.0228,0.0018,0.312202,0.001249,0.418195,0.0089,0.19419,0.006663,nan,nan,0.09986,0.00306,nan,nan,3.69249,0.03759,nan,nan,19,20,17,84.92093819723,-70.33342992946,84.92093819723,-70.33342992946
92,LC,DCEP,,FIRST_OVERTONE,,369295551293819386,4657573453350108416,nan,nan,1.91143251,1.344E-5,nan,nan,nan,nan,1691.08728629,1.901E-5,1691.14308627,1.901E-5,1691.16391179,1.901E-5,16.0412,4.0E-4,16.3242,0.008,15.5188,0.0076,0.388325,0.001383,0.423967,0.042414,0.241049,0.015541,nan,nan,0.18272,0.00439,nan,nan,4.20363,0.01728,nan,nan,17,14,14,86.17009587263,-69.92027515137,86.17009587263,-69.92027515137
93,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4657584345389582848,4.62930661,3.802E-5,nan,nan,nan,nan,nan,nan,1685.22340059,5.378E-5,1685.0175609,5.378E-5,1685.075472,5.378E-5,15.3779,5.0E-4,14.9486,0.464,14.8662,0.0115,0.758015,0.001618,2.325005,0.892436,0.514157,0.015553,0.23,0.23,0.33367,0.00268,nan,nan,4.35376,0.00717,nan,nan,18,12,14,85.73030917331,-69.93079586274,85.73030917331,-69.93079586274
94,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4662908833490598272,111.92308076,0.0107926,nan,nan,nan,nan,nan,nan,1452.48656631,0.01526304,1442.394463,0.01526304,1346.12212324,0.01526304,15.0925,2.0E-4,15.962,0.0016,14.1475,0.0017,0.885287,7.59E-4,1.31308,0.007623,0.623553,0.014986,nan,nan,0.17484,6.9E-4,nan,nan,6.89355,0.00484,nan,nan,64,62,62,69.22799640312,-65.11703787537,69.22799640312,-65.11703787537
95,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4657984842519621376,36.50289471,0.00287848,nan,nan,nan,nan,nan,nan,1610.17643087,0.00407079,1608.98923985,0.00407079,1649.76052885,0.00407079,16.3499,2.0E-4,16.8267,0.002,15.4074,0.0013,0.366549,0.001102,0.380476,0.011723,0.220635,0.007774,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29,26,24,80.64083877687,-69.63570161411,80.64083877687,-69.63570161411
96,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4690834328595493760,4.20528843,3.043E-5,nan,nan,nan,nan,nan,nan,1692.63535374,4.304E-5,1692.8209735,4.304E-5,1692.80086998,4.304E-5,15.6002,8.0E-4,15.9226,0.0099,15.2193,0.0173,0.995637,0.00157,1.11266,0.015454,0.709047,0.009585,0.04,0.23,0.38979,0.00481,0.21565,0.00154,4.2408,0.006,2.29386,0.0277,20,15,17,16.04228438705,-70.95614125263,16.04228438705,-70.95614125263
97,LC,DCEP,,FIRST_OVERTONE,,369295551293819386,4686354883863010432,nan,nan,0.65549748,1.65E-6,nan,nan,nan,nan,1699.34386659,2.33E-6,1700.00206307,2.33E-6,1699.95618851,2.33E-6,17.7091,7.0E-4,17.9844,0.0082,17.3244,0.0051,0.453436,0.002882,0.317768,0.025845,0.223477,0.023543,nan,nan,0.25891,0.00652,nan,nan,3.70231,0.02353,nan,nan,30,25,26,17.38230971286,-73.93132790755,17.38230971286,-73.93132790755
98,LC,DCEP,,FIRST_OVERTONE,,369295551293819386,4687626365985065088,nan,nan,0.32471695,1.48E-6,nan,nan,nan,nan,1700.35520505,2.09E-6,1700.44895452,2.09E-6,1700.38187309,2.09E-6,18.9692,0.0012,19.0241,0.0243,18.6774,0.0198,0.297458,0.00473,0.147462,0.075957,0.124506,0.099782,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28,14,19,19.41466433187,-71.63651508429,19.41466433187,-71.63651508429
99,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4658521644700967040,13.86934667,2.2917E-4,nan,nan,nan,nan,nan,nan,1700.09952043,3.2409E-4,1699.61264015,3.2409E-4,1700.09113186,3.2409E-4,14.2403,1.0E-4,14.732,0.0012,13.6045,0.0013,0.447476,9.45E-4,0.566104,0.005068,0.336811,0.010176,nan,nan,0.10053,0.00189,0.09922,0.00116,2.6589,0.01206,0.22143,0.01903,19,17,19,81.78235724295,-68.49525065277,81.78235724295,-68.49525065277
100,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4658615893441801600,2.00844529,1.218E-5,nan,nan,nan,nan,nan,nan,1689.8184245,1.723E-5,1766.15469374,1.723E-5,1689.95109041,1.723E-5,17.2945,0.003,17.7285,0.1048,16.6482,0.088,0.695191,0.009289,0.679536,0.282685,0.526825,0.238259,-0.63,0.22,0.58566,0.01359,0.28823,0.0177,3.80363,0.01847,1.85525,0.03754,19,13,15,83.13536312319,-67.76125093918,83.13536312319,-67.76125093918
101,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4661268151737912576,29.89235435,7.6109E-4,nan,nan,nan,nan,nan,nan,1608.2753607,0.00107635,1609.54538889,0.00107635,1612.67533006,0.00107635,13.2544,2.0E-4,13.6994,5.0E-4,12.6274,5.0E-4,0.889894,7.8E-4,1.167565,0.002042,0.692607,0.002987,nan,nan,0.1077,8.3E-4,0.17127,6.2E-4,4.08599,0.00733,2.98638,0.00584,22,22,22,77.07601723149,-68.77973812992,77.07601723149,-68.77973812992
102,LC,DCEP,,FUNDAMENTAL,,369295551293819386,4685945698104721152,32.12228418,5.6496E-4,nan,nan,nan,nan,nan,nan,1606.02112701,7.9897E-4,1605.81160576,7.9897E-4,1606.21617828,7.9897E-4,13.7584,1.0E-4,14.2326,0.001,13.1188,8.0E-4,0.871549,3.39E-4,1.06034,0.002327,0.69152,0.001812,nan,nan,0.38956,5.3E-4,0.34507,6.5E-4,5.1507,0.00371,3.65511,0.00189,27,28,28,12.58520733875,-73.12491172377,12.58520733875,-73.12491172377
103,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4660295500556624384,37.14000547,5.2123E-4,nan,nan,nan,nan,nan,nan,1582.1998786,7.3713E-4,1586.03316569,7.3713E-4,1582.32095662,7.3713E-4,15.784,1.0E-4,16.0588,0.0021,15.3157,0.0014,0.735311,5.19E-4,0.749666,0.007937,0.715057,0.007031,nan,nan,0.32331,8.0E-4,0.09226,4.7E-4,6.34971,0.00306,6.03454,1.89285,141,142,139,83.57665590706,-66.50932635251,83.57665590706,-66.50932635251
104,LC,T2CEP,W_VIR,NOT_APPLICABLE,,369295551293819386,4687369874832052992,23.77735032,5.43E-4,nan,nan,nan,nan,nan,nan,1643.52161358,7.6791E-4,1641.72232686,7.6791E-4,1644.38005956,7.6791E-4,16.1155,3.0E-4,16.5518,0.0031,15.4686,0.0017,0.957421,6.86E-4,1.079244,0.007699,0.761065,0.004712,nan,nan,0.115,0.00114,nan,nan,6.01768,0.01056,nan,nan,30,27,28,20.97109024403,-72.27942469116,20.97109024403,-72.27942469116
105,LC,T2CEP,BL_HER,NOT_APPLICABLE,,369295551293819386,4649352954637972224,1.21390697,6.75E-6,nan,nan,nan,nan,nan,nan,1694.2990027,9.55E-6,1694.35487097,9.55E-6,1694.39563521,9.55E-6,16.7455,4.0E-4,17.0721,0.0043,16.2858,0.0026,0.290011,0.001463,0.255334,0.012922,0.187074,0.008729,nan,nan,0.20743,0.00499,nan,nan,3.92899,0.03759,nan,nan,26,18,20,73.46156395803,-74.6338952735,73.46156395803,-74.6338952735
106,LC,T2CEP,BL_HER,NOT_APPLICABLE,,369295551293819386,4650425115918541312,1.69511504,6.12E-6,nan,nan,nan,nan,nan,nan,1693.20106212,8.66E-6,1769.48228339,8.66E-6,1769.47192009,8.66E-6,16.1456,4.0E-4,16.4362,0.0019,15.6868,0.0047,0.446902,0.002367,0.539711,0.01015,0.317596,0.023841,nan,nan,0.18995,0.00342,nan,nan,4.44288,0.02553,nan,nan,24,22,19,85.71463522679,-73.43897667554,85.71463522679,-73.43897667554
107,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4651472950503644032,137.13289438,0.01403561,nan,nan,nan,nan,nan,nan,1348.67586175,0.01984935,1351.74901099,0.01984935,1346.00562848,0.01984935,15.2261,2.0E-4,16.1265,0.0052,14.2745,8.0E-4,0.657872,8.92E-4,0.636467,0.010954,0.503909,0.004809,nan,nan,0.23153,0.00114,nan,nan,1.04029,0.00717,nan,nan,26,21,24,75.97859570848,-72.28088567259,75.97859570848,-72.28088567259
108,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295551293819386,4651696976011451776,33.01547643,0.00121006,nan,nan,nan,nan,nan,nan,1615.79815848,0.00171128,1614.37940024,0.00171128,1625.2674323,0.00171128,15.731,3.0E-4,16.1867,0.0021,15.0617,0.0019,0.786361,0.001047,0.836574,0.010761,0.661656,0.007255,nan,nan,0.4382,0.00167,nan,nan,6.19415,0.00312,nan,nan,25,22,22,81.91323024745,-71.799145587,81.91323024745,-71.799145587
