,starname,HD,HIP,TIC,letter,facility,n_stars,n_planets,discovery_method,year,period,a,planet_radius,planet_mass,density,e,insolation_flux,teff,i,b,K,spectral_type,star_temperature,star_radius,star_mass,star_met,star_luminosity,star_logg,star_age,star_density,star_prot,distance,RA,Dec
4044,Kepler-1319,,,TIC 417676990,b,Kepler,2,1,Transit,2016,2.88676265,0.0296,1.34,2.36,5.39,0.33,38.45,557.0,84.91,0.65,,,3655.0,0.54,0.56,0.44,-1.457,4.73,5.37,5.61277,,103.917,290.9564463,49.3667933
4045,Kepler-1299,,,TIC 120762000,b,Kepler,1,1,Transit,2016,19.9400874,0.1357,2.98,9.17,1.9,0.0,45.15,588.0,87.53,0.8438,,,5609.0,0.91,0.94,-0.01,-0.106,4.5,4.37,0.44826,,1404.94,286.1501263,37.4113438
4046,OGLE-2013-BLG-1721L,,,,b,OGLE,1,1,Microlensing,2017,,2.6,14.1,200.0,0.392,,,,,,,,,,0.46,,,,,,,6300.0,268.126556,-30.2926941
4047,gam 1 Leo,HD 89484,HIP 50583 A,TIC 95431294,b,Bohyunsan Optical Astronomical Observatory,2,1,Radial Velocity,2009,428.5,1.19,12.5,2790.43,7.85,0.144,,,,,208.3,K1 IIIb Fe-0.5,4330.0,31.88,1.23,-0.469,2.51,1.66,2.412,,,39.8883,154.993208,19.841389
4048,GJ 1061,,,TIC 79611981,d,La Silla Observatory,1,3,Radial Velocity,2020,13.031,0.054,1.16,1.64,5.77,0.53,0.6,,,,1.86,M5.5 V,2953.0,0.16,0.12,-0.08,-2.77,5.16,7.0,47.5619,,3.67278,54.0032486,-44.5143104
4049,GJ 832,HD 204961,HIP 106440,TIC 139754153,b,Anglo-Australian Telescope,1,2,Radial Velocity,2008,3657.0,3.56,14.0,216.0,0.433,0.08,,,,,15.4,M1.5,3472.0,0.44,0.45,-0.3,-1.585,4.7,9.24,7.16403,,4.96435,323.3912616,-49.0125169
4050,Kepler-391,,,TIC 290032428,c,Kepler,1,2,Transit,2014,20.485435,0.161,3.54,12.3,1.52,0.0,193.09,1015.0,84.53,0.11,,,4940.0,3.57,1.03,-0.07,0.623,3.46,9.33,0.16558,,869.236,290.6218844,51.0573453
4051,Kepler-749,,,TIC 269263934,b,Kepler,1,1,Transit,2016,17.31716585,0.1054,3.1,9.8,1.81,0.0,24.63,454.0,88.8,0.4912,,,5009.0,0.75,0.79,-0.11,-0.494,4.59,4.57,3.54617,,721.027,299.8973341,43.9040667
4052,Kepler-709,,,TIC 63122858,b,Kepler,1,1,Transit,2016,16.08524954,0.1173,2.92,8.85,1.95,0.0,28.22,613.0,87.21,0.1067,,,5071.0,0.77,0.8,-0.08,-0.481,4.58,4.9,3.27029,,664.843,292.105272,42.3803077
4053,Kepler-669,,,TIC 26541079,b,Kepler,1,1,Transit,2016,4.12554687,0.0529,4.83,20.8,1.01,0.0,826.76,1243.0,85.95,0.67,,,6038.0,1.2,1.15,0.14,0.358,4.34,3.16,0.99415,,2063.41,291.9361615,49.2539473
4054,Kepler-549,,,TIC 164455792,c,Kepler,1,2,Transit,2016,117.040498,0.4453,2.93,8.91,1.95,0.0,2.51,349.0,89.92,0.613,,,5360.0,0.84,0.88,-0.03,-0.306,4.54,4.57,3.18108,,635.145,283.0228527,47.2611431
4055,Kepler-56,,,TIC 138430034,b,Kepler,1,3,Transit,2012,10.5016,0.1028,6.51,22.1,0.442,0.04,819.25,1378.0,89.66,0.741,,,4840.0,4.23,1.32,0.2,0.905,3.31,3.5,0.0246,,912.994,293.7583002,41.871807
4056,K2-195,,,TIC 178941218,b,K2,1,2,Transit,2018,15.852975,0.1208,3.13,9.96,1.78,,,720.0,89.041,0.34,,,5713.0,0.99,0.94,-0.1,-0.012,4.42,,1.09,,315.014,199.8315191,-8.5095364
4057,Kepler-140,,,TIC 158487888,c,Kepler,1,2,Transit,2014,91.353282,0.414,1.8,3.89,3.67,0.0,9.96,428.0,89.99,0.13,,,6077.0,1.29,1.15,-0.039,0.251,4.27,0.88,0.95841,,583.859,287.3694056,46.7681473
4058,Kepler-1423,,,TIC 121599740,b,Kepler,1,1,Transit,2016,23.955378,0.1586,1.06,1.2,5.54,0.0,71.16,741.0,89.12,0.0466,,,4939.0,0.75,0.79,-0.02,-0.52,4.59,4.68,6.49067,,449.0,288.2437481,41.1100655
4059,Kepler-1188,,,TIC 164460740,b,Kepler,1,1,Transit,2016,17.1369543,0.135,2.08,4.98,3.04,0.0,165.57,775.0,89.92,0.692,,,5913.0,1.06,1.04,0.0,0.398,4.4,4.17,0.58322,,1717.48,283.1038438,43.1480487
4060,Kepler-1324,,,TIC 137090755,b,Kepler,1,1,Transit,2016,4.11584468,0.0466,1.51,2.89,4.61,0.0,98.41,895.0,86.52,0.0864,,,4776.0,0.73,0.78,0.05,-0.673,4.61,2.88,13.69084,,481.667,291.1849503,40.3112023
4061,Kepler-1362,,,TIC 121660595,b,Kepler,1,1,Transit,2016,136.205626,0.4626,2.6,7.27,2.27,0.0,1.01,248.0,89.83,0.4104,,,4857.0,0.74,0.8,0.06,-0.601,4.6,3.09,4.98007,,731.298,288.5385574,40.8771276
4062,Kepler-1369,,,TIC 120686458,b,Kepler,1,1,Transit,2016,25.873148,0.1741,2.69,7.7,2.17,0.0,37.16,667.0,89.71,0.196,,,5761.0,0.99,0.99,0.0,-0.01,4.45,4.07,1.09037,,1236.56,285.7972604,40.9361923
4063,Kepler-1378,,,TIC 169459324,b,Kepler,1,1,Transit,2016,11.95398936,0.0885,2.2,5.48,2.83,0.0,14.87,525.0,88.26,0.744,,,4407.0,0.67,0.7,0.03,-0.903,4.63,6.46,3.19495,,506.434,297.373403,40.3663986
4064,Kepler-1486,,,TIC 159439931,b,Kepler,1,1,Transit,2016,54.6495759,0.2846,2.32,5.99,2.64,0.0,22.37,538.0,89.98,0.018,,,5965.0,1.12,1.08,0.06,0.312,4.38,3.55,0.66846,,1769.14,290.5903907,45.4396955
4065,HD 192310,HD 192310,HIP 99825,TIC 326096771,c,La Silla Observatory,1,2,Radial Velocity,2011,525.8,1.18,5.25,24.0,0.911,0.32,,185.0,90.0,,2.27,K3V,5166.0,0.81,0.8,-0.04,-0.415,4.51,7.81,2.1457,,8.79687,303.8284712,-27.0337556
4066,HD 72490,HD 72490,HIP 41997,TIC 20537900,b,W. M. Keck Observatory,1,1,Radial Velocity,2018,858.0,1.88,13.5,561.92344,1.26,0.124,,,,,33.5,G5,4934.0,4.96,1.21,-0.13,1.091,3.21,,,,126.339,128.4028287,13.5507189
4067,HD 60532,HD 60532,HIP 36795,TIC 456871289,c,La Silla Observatory,1,2,Radial Velocity,2008,600.1,1.6,13.3,797.7533,1.86,0.03,,,,,46.1,F6 IV,6245.0,2.57,1.5,-0.26,1.001,3.8,2.8,0.09257,,25.9716,113.5130656,-22.2958661
4068,18 Del,HD 199665,HIP 103527,TIC 354489950,b,Okayama Astrophysical Observatory,2,1,Radial Velocity,2008,993.3,2.6,12.5,3273.5,9.21,0.08,,,,,119.4,G6 III,4979.0,8.5,2.3,-0.052,1.602,2.82,1.1,,,76.222,314.6078375,10.8391378
4069,Kepler-986,,,TIC 275494853,b,Kepler,1,1,Transit,2016,56.4349938,0.276,2.36,6.17,2.58,0.0,10.86,465.0,89.99,0.019,,,5642.0,0.98,0.96,0.04,-0.047,4.43,6.17,4.77055,,548.364,293.0940391,42.8964457
4070,MOA-bin-1L,,,,b,MOA,1,1,Microlensing,2012,,8.3,13.0,1200.0,3.0,,,,,,,,,,0.75,,,,,,,5100.0,261.7925,-29.7939722
4071,WASP-1,,,TIC 57984377,b,SuperWASP,2,1,Transit,2007,2.5199454,0.03889,16.623,271.415,0.348,0.0,,1812.0,90.0,0.0,110.9,F7 V,6110.0,1.47,1.24,0.17,0.441,4.21,3.4,0.548,,393.072,5.1669536,31.9899732
4072,gam Lib,HD 138905,HIP 76333,TIC 386935627,c,Okayama Astrophysical Observatory,1,2,Radial Velocity,2018,964.6,2.17,12.9,1455.6614,3.73,0.057,,,,,73.0,K0 III,4822.0,11.1,1.47,-0.3,1.85,2.47,2.82,,,47.4017,233.8818636,-14.789502
4073,HD 25015,HD 25015,HIP 18527,TIC 178249461,b,La Silla Observatory,1,1,Radial Velocity,2019,6019.32,6.19,12.9,1423.8784,3.64,0.39,,,,,60.1,K1 V,5160.0,0.83,0.86,0.04,-0.384,4.4,4.0,2.24688,13.6,37.433,59.4335463,-20.2673347
4074,GJ 676 A,,HIP 85647,TIC 369021303,b,La Silla Observatory,2,4,Radial Velocity,2010,1056.80005,1.82,12.7,2129.461,5.71,0.33,,,45.0,,129.3,M0 V,3734.0,0.69,0.73,0.08,-1.043,4.62,,3.23229,,16.0272,262.5448903,-51.6377777
4075,alf Ari,HD 12929,HIP 9884,TIC 306349516,b,Bohyunsan Optical Astronomical Observatory,1,1,Radial Velocity,2010,380.8,1.2,13.4,572.07,1.31,0.25,,,,,41.1,K2III,4553.0,13.9,1.5,-0.16,1.934,2.49,,,,20.21019,31.793286,23.462421
4076,Kepler-995,,,TIC 120315006,b,Kepler,1,1,Transit,2016,28.26731672,0.1701,2.7,7.75,2.16,0.0,11.92,517.0,89.99,0.1203,,,5206.0,0.8,0.83,-0.07,-0.419,4.57,5.01,2.6853,,609.638,284.6157154,39.130998
4077,Kepler-340,,,TIC 184247532,c,Kepler,1,2,Transit,2014,22.824669,0.178,3.37,11.3,1.62,0.0,154.65,946.0,89.38,0.12,,,6620.0,1.85,1.65,0.06,0.867,4.06,1.29,0.62132,,808.762,295.933471,40.3005515
4078,Kepler-575,,,TIC 121022533,b,Kepler,1,1,Transit,2016,9.37891944,0.0788,2.39,6.3,2.54,0.0,141.99,803.0,87.68,0.5162,,,5710.0,0.95,0.97,0.0,-0.084,4.47,3.98,0.97711,,853.977,286.9638856,37.8296147
4079,Kepler-320,,,TIC 275575525,b,Kepler,1,2,Transit,2014,8.371554,0.085,1.14,1.55,5.75,0.0,280.56,1292.0,71.53,0.67,,,6435.0,1.11,1.33,-0.123,0.374,4.42,2.14,0.93157,,826.613,293.2135155,46.1751457
4080,Kepler-406,,,TIC 63066101,c,Kepler,1,2,Transit,2014,4.62332,0.0552,0.85,2.71,24.39,0.0,349.77,1050.0,87.96,0.36,1.0,,5538.0,1.07,1.07,0.18,0.048,4.41,5.84,1.12,,364.03,291.8481764,44.9682807
4081,HD 171028,HD 171028,,TIC 321030607,b,La Silla Observatory,1,1,Radial Velocity,2007,550.0,1.32,13.2,832.7146,1.99,0.59,,,,,60.6,G0,5671.0,2.47,1.53,-0.48,0.733,3.84,8.59,0.08728,,111.659,278.0643694,6.9456827
4082,GJ 179,,HIP 22627,TIC 450102450,b,W. M. Keck Observatory,1,1,Radial Velocity,2009,2288.0,2.41,13.9,260.61,0.533,0.21,,,,,25.8,M3.5 V,3370.0,0.38,0.36,0.3,-1.796,4.83,,9.67547,,12.356,73.0245495,6.4752347
4083,GJ 3942,,HIP 79126,TIC 162494287,b,Roque de los Muchachos Observatory,1,1,Radial Velocity,2017,6.905,0.0608,2.57,7.14,2.31,0.121,,590.0,,,3.29,M0,3867.0,0.61,0.63,-0.04,-1.12,4.65,,4.16712,,16.9287,242.2645452,52.9441443
4084,OGLE-2013-BLG-0102L,,,,b,OGLE,1,1,Microlensing,2014,,0.8,12.3,4100.0,12.1,,,,,,,,,,0.1,,,,,,,3040.0,268.0295,-31.6905833
4085,ups And,HD 9826,HIP 7513,TIC 189576919,d,Multiple Observatories,2,3,Radial Velocity,1999,1276.46,2.51329,12.5,3257.74117,9.17,0.2987,,,,,56.26,F8 V,6156.77,1.56,1.3,0.101,0.525,4.13,5.0,0.36993,12.0,13.4054,24.1983534,41.4038147
4086,Kepler-376,,,TIC 137219378,b,Kepler,1,2,Transit,2014,4.920199,0.057,1.07,1.24,5.56,0.0,689.91,1242.0,88.48,0.34,,,5900.0,1.18,1.06,-0.104,0.357,4.3,1.91,0.59154,,923.067,291.6071451,38.4103192
4087,Kepler-369,,,TIC 26961231,b,Kepler,1,2,Transit,2014,2.732756,0.03,1.13,1.51,5.75,0.0,40.3,687.0,86.76,0.27,,,3591.0,0.47,0.5,-0.09,-1.42,4.79,4.17,4.32691,,214.0,293.6743322,47.9084727
4088,Kepler-391,,,TIC 290032428,b,Kepler,1,2,Transit,2014,7.416755,0.082,3.2,10.3,1.73,0.0,748.71,1425.0,77.56,0.38,,,4940.0,3.57,1.03,-0.07,0.623,3.46,5.7,0.09357,,869.236,290.6218844,51.0573453
4089,CoRoT-22,,,TIC 323094535,b,CoRoT,1,1,Transit,2014,9.75598,0.092,4.88,12.2,0.249,0.077,,885.0,89.749,0.012,3.7,G3 V,5939.0,1.14,1.1,0.17,0.014,4.36,3.3,1.027,,627.158,280.6671392,6.2191669
4090,K2-139,,,TIC 11023038,b,K2,1,1,Transit,2017,28.380619,0.1796,9.11,123.00021,0.91,0.12,,524.0,89.557,0.17,27.7,K0 V,5370.0,0.88,0.96,0.24,-0.299,4.54,1.8,2.477,17.24,153.856,289.066707,-17.9107147
4091,Kepler-1561,,,TIC 272716728,b,Kepler,1,1,Transit,2016,1.00520701,0.0194,1.09,1.32,5.6,0.0,2364.81,1682.0,88.34,0.137,,,5957.0,1.11,1.07,0.04,-0.02,4.38,3.39,2.00283,,839.076,296.9235822,43.5664628
4092,K2-268,,,TIC 444037742,c,K2,1,5,Transit,2018,9.327527,0.0819,2.69,7.7,2.17,,,696.0,88.71,0.65,,,5106.0,0.78,0.84,0.03,-0.429,4.58,,2.2994,24.87,327.783,133.7094899,11.8482712
4093,Kepler-227,,,TIC 26539443,b,Kepler,1,2,Transit,2014,9.488015,0.09,3.11,9.85,1.8,0.0,104.64,793.0,89.66,0.82,,,5854.0,1.09,0.92,0.081,-0.121,4.4,7.7,3.20796,,1083.06,291.9342748,48.141676
4094,Kepler-520,,,TIC 138097531,b,Kepler,1,2,Transit,2016,19.67416124,0.144,1.66,3.39,4.07,0.0,59.77,711.0,87.05,0.85,,,6112.0,1.09,1.1,-0.03,0.51,4.41,2.04,1.83122,,623.901,293.1802903,41.6177408
4095,MOA-2010-BLG-477L,,,,b,MOA,1,1,Microlensing,2012,,2.0,13.6,480.0,1.05,,,,,,,,5950.0,,0.67,,,,,,,2300.0,271.531006,-31.4544773
4096,HD 216520,HD 216520,HIP 112527,TIC 264899051,b,Multiple Observatories,1,2,Radial Velocity,2020,35.45,0.198,3.18,10.26,1.75,0.09,,,,,2.28,K2,5103.0,0.76,0.82,-0.16,-0.452,4.54,6.0,2.39462,,19.552,341.8768719,83.6975307
4097,HD 158996,HD 158996,HIP 84769,TIC 288268410,b,Bohyunsan Optical Astronomical Observatory,1,1,Radial Velocity,2018,820.2,2.1,12.3,4449.62,13.1,0.13,,,,,207.0,K5 III,4069.0,50.3,1.8,-0.2,3.015,1.4,1.6,,627.0,283.659,259.9051092,80.1364033
4098,HD 68402,HD 68402,HIP 39589,TIC 272546396,b,Multiple Observatories,1,1,Radial Velocity,2016,1103.0,2.18,13.1,975.7381,2.39,0.03,,,,,54.7,G5 IV/V,5950.0,1.02,1.12,0.29,0.068,4.47,2.0,1.15978,,78.4293,121.3474609,-74.4100732
4099,Kepler-577,,,TIC 378085037,b,Kepler,1,1,Transit,2016,25.69578251,0.1348,2.55,7.04,2.33,0.0,5.69,314.0,88.97,0.5133,,,4984.0,0.73,0.78,-0.14,-0.555,4.61,3.8,2.56615,,524.247,294.7119855,39.0737317
4100,K2-4,,,TIC 49462779,b,K2,1,1,Transit,2015,10.003417,0.078,2.1,5.06,3.0,0.08,15.6,563.0,89.54,0.41,,,4014.73,0.57,0.64,-0.12,-0.915,4.85,,2.81523,,231.828,174.7455392,-3.9055746
4101,Kepler-48,,,TIC 171882123,e,W. M. Keck Observatory,1,4,Radial Velocity,2014,982.0,,13.4,657.0,1.5,,,,,,45.83,,5194.0,0.89,0.88,0.17,-0.345,4.49,3.14,1.98,,306.738,299.1393094,40.948939
4102,HD 131664,HD 131664,HIP 73408,TIC 402802683,b,La Silla Observatory,1,1,Radial Velocity,2008,1951.0,3.17,12.1,6076.9096,18.8,0.64,,,,,359.5,G3 V,5892.0,1.08,1.19,0.3,0.164,4.45,2.4,1.06679,,52.8128,225.0254554,-73.5352345
4103,HD 116029,HD 116029,HIP 65117,TIC 305837711,c,W. M. Keck Observatory,2,2,Radial Velocity,2018,907.0,,13.7,403.6441,0.863,0.038,,,,,20.7,K0,4951.0,4.6,1.33,0.18,1.063,3.4,2.7,,,123.245,200.1646905,24.6484725
4104,HD 125612,HD 125612,HIP 70123,TIC 347909637,c,La Silla Observatory,2,3,Radial Velocity,2009,4.15514,0.0524,4.36,17.48065,1.16,0.049,,,,,6.46,G3 V,5841.0,1.05,1.11,0.22,0.06,4.41,1.77,1.01748,10.5,57.6207,215.2227183,-17.4818147
4105,GJ 3323,,,TIC 43605290,b,La Silla Observatory,1,2,Radial Velocity,2017,5.3636,0.03282,1.23,2.02,5.96,0.23,2.58,,,,2.55,M4,3159.0,0.12,0.16,-0.27,-2.569,,,,33.0,5.37484,75.4868824,-6.9485133
4106,GJ 328,,HIP 43790,TIC 265373654,b,McDonald Observatory,1,1,Radial Velocity,2013,4100.0,4.5,13.3,731.0,1.71,0.37,,,,,40.0,M1,3900.0,0.65,0.69,0.0,-0.993,4.61,,3.21063,,20.5266,133.7819507,1.5420011
4107,Kepler-1688,,,TIC 122068161,b,Kepler,1,1,Transit,2020,5.62012,0.0577,1.262,2.13,5.83,0.0,84.01,772.0,78.72,0.1793,,,4632.11,0.75,0.81,-0.046,-0.636,4.6,14.0,3.14359,,567.4468709,289.5530051,41.2978532
4108,Kepler-1689,,,TIC 137218786,b,Kepler,1,1,Transit,2020,8.483,0.0798,0.947,0.799,5.17,0.0,141.04,879.0,88.5,0.0558,,,5731.43,1.0,1.02,-0.146,-0.016,4.45,2.5,1.45879,,294.122,291.5741663,38.6559433
4109,Kepler-1697,,,TIC 158551360,b,Kepler,1,1,Transit,2020,33.4969,0.2008,1.26,2.12,5.83,0.0,37.3,630.0,86.86,0.2291,,,4681.53,0.77,0.75,0.034,-0.588,4.54,,2.28588,,247.771,287.663331,43.4713782
4110,Kepler-1785,,,TIC 271877992,b,Kepler,1,1,Transit,2021,19.58550072,0.1379,2.704,7.77,2.16,0.0,46.51,666.0,88.19,0.9917,,,5618.0,1.0,0.91,0.0,0.003,4.4,0.3,1.39703,,745.74,295.7921797,47.6000699
4111,Kepler-1786,,,TIC 137687477,b,Kepler,1,1,Transit,2021,78.5460968,0.3659,3.163,10.1,1.75,0.0,14.85,501.0,89.96,0.044,,,5808.0,1.4,1.06,0.14,0.159,4.17,0.5,1.07922,,863.909,292.5877743,38.5219827
4112,Kepler-1784,,,TIC 273690421,b,Kepler,1,1,Transit,2021,13.59049988,0.1072,2.799,8.24,2.06,0.0,64.8,724.0,89.51,0.232,,,5442.0,0.97,0.89,0.1,-0.121,4.41,13.8,2.09179,,883.045,297.9541684,44.6674491
4113,Kepler-92,,,TIC 121943724,c,Kepler,1,3,Transit,2013,26.723,0.1829,2.6,6.1,1.91,0.04,106.21,781.0,89.92,0.7323,,,5883.0,1.7,1.21,0.138,0.558,4.05,5.2,0.35563,,477.992,289.0860607,41.5630224
4114,GJ 676 A,,HIP 85647,TIC 369021303,c,Paranal Observatory,2,4,Radial Velocity,2016,7337.0,6.6,12.7,2161.244,5.8,,,,,,88.7,M0,4006.03,0.65,0.63,0.23,-1.043,4.61,,3.23229,,16.0272,262.5448903,-51.6377777
4115,Kepler-1751,,,TIC 48451491,b,Kepler,1,1,Transit,2021,7.01731014,0.0712,1.824,3.98,3.6,0.0,221.46,984.0,87.34,0.581,,,6052.0,0.97,0.97,-0.26,0.036,4.46,1.9,0.75604,,1291.47,284.8465476,49.6923412
4116,Kepler-1752,,,TIC 417655835,b,Kepler,1,1,Transit,2021,56.35850143,0.2698,4.541,18.7,1.1,0.0,7.29,419.0,88.46,0.906,,,5446.0,0.82,0.82,-0.2,-0.398,4.53,7.2,0.22873,,962.888,290.8541401,51.2227435
4117,OGLE-2008-BLG-355L,,,,b,OGLE,1,1,Microlensing,2014,,1.7,12.9,1500.0,3.84,,,,,,,,,,0.37,,,,,,,6800.0,269.786708,-30.7594722
4118,Kepler-119,,,TIC 271964647,c,Kepler,1,2,Transit,2014,4.125103,0.049,0.92,0.721,5.09,0.0,367.32,1016.0,88.65,0.51,,,5595.0,0.84,0.92,0.01,-0.037,4.57,3.63,1.37114,,701.996,295.9463854,42.6588324
4119,MOA-2013-BLG-220L,,,,b,MOA,1,1,Microlensing,2014,,3.03,13.2,871.0,2.08,,,,,,,,,,0.88,,,,,,,6720.0,270.985417,-29.5447222
4120,Kepler-1030,,,TIC 270617362,b,Kepler,1,1,Transit,2016,19.32952416,0.1338,2.48,6.71,2.42,0.0,16.88,529.0,89.99,0.009,,,4983.0,0.76,0.8,-0.01,-0.553,4.59,4.37,2.31795,,758.702,293.6819098,45.8175241
4121,K2-280,,,TIC 119605900,b,K2,1,1,Transit,2018,19.89526,0.1461,7.5,37.1,0.48,0.35,,787.0,89.53,0.27,9.18,,5500.0,1.28,1.03,0.33,0.14,4.21,8.96,0.8,,391.537,291.5953596,-22.2477071
4122,14 Her,HD 145675,HIP 79248,TIC 219483057,b,W. M. Keck Observatory,1,2,Radial Velocity,2002,1773.40002,2.93,12.9,1481.0878,3.79,0.37,,,,,90.0,K0 V,5338.0,0.93,0.9,0.41,-0.153,4.45,3.9,1.27393,,17.9323,242.6021014,43.8163621
4123,BD+55 362,,,TIC 453226076,b,Haute-Provence Observatory,1,1,Radial Velocity,2021,265.59,0.78,14.0,228.83645,0.458,0.27,,,0.601,,25.12,K3,5012.0,0.9,0.91,0.18,-0.313,4.09,,1.66486,,52.5697,23.9636676,56.6982282
4124,GJ 9066,,,TIC 404715018,c,Multiple Observatories,1,2,Radial Velocity,2020,771.36,0.88,9.6,66.74397,0.415,0.46,,,,,18.84,M5.0 V,3154.0,0.16,0.15,-0.13,-2.595,5.01,,36.04136,1.96,4.471,30.0588307,13.0443172
4125,HAT-P-28,,,TIC 53728859,b,HATNet,1,1,Transit,2011,3.257215,0.0434,13.585,198.953,0.44,0.051,,1384.0,88.0,0.299,84.7,G3,5680.0,1.1,1.03,0.12,0.053,4.36,6.1,1.24374,,401.319,13.0009159,34.728402
4126,HD 18742,HD 18742,HIP 13993,TIC 71345433,b,W. M. Keck Observatory,1,1,Radial Velocity,2011,766.0,1.82,13.1,1080.622,2.64,0.04,,,,,61.0,G8/K0 IV,4940.0,5.13,1.36,-0.04,1.143,3.09,2.3,,,162.685,45.0443115,-20.8027024
4127,HD 33564,HD 33564,HIP 25110,TIC 142103211,b,Haute-Provence Observatory,1,1,Radial Velocity,2005,388.0,1.1,12.5,2892.1,8.14,0.34,,,,,232.0,F6 V,6250.0,1.44,1.25,-0.12,0.535,4.0,3.0,0.57173,,20.9531,80.6378979,79.2318488
4128,HD 95544,HD 95544,HIP 54203,TIC 156103616,b,Haute-Provence Observatory,1,1,Radial Velocity,2021,2172.0,3.386,12.7,2173.9463,5.83,0.043,0.1,156.5,,,101.5,G3 V,5722.0,1.09,1.09,0.11,0.478,4.07,,0.24577,,87.8049,166.3231784,81.0389868
4129,GJ 676 A,,HIP 85647,TIC 369021303,e,La Silla Observatory,2,4,Radial Velocity,2012,35.39,0.187,2.77,8.1,2.09,0.125,,,,,2.0,M0 V,4006.03,0.65,0.71,0.23,-1.043,4.61,,3.23229,,16.0272,262.5448903,-51.6377777
4130,HD 34445,HD 34445,HIP 24681,TIC 284907742,f,Multiple Observatories,1,6,Radial Velocity,2017,676.8,1.543,6.88,37.9,0.64,0.031,,,,,2.74,G0 V,5836.0,1.38,1.07,0.14,0.303,4.21,8.5,0.4672,22.0,46.0907,79.4207483,7.3527156
4131,K2-138,,,TIC 4610830,f,K2,1,6,Transit,2017,12.75758,0.10447,2.904,1.63,0.4,0.062,51.0,653.0,88.8,0.56,0.47,G8 V,5356.3,0.86,0.94,0.14,-0.287,4.54,2.8,2.064,,202.585,348.9490311,-10.8497391
4132,K2-138,,,TIC 4610830,g,K2,1,6,Transit,2021,41.96797,0.23109,3.013,4.32,0.9,0.059,9.29,445.0,89.4,0.558,0.83,G8 V,5356.3,0.86,0.94,0.14,-0.287,4.54,2.8,2.064,,202.585,348.9490311,-10.8497391
4133,K2-146,,,TIC 175261852,c,K2,1,2,Transit,2019,4.00498,0.0327,2.19,7.49,3.92,0.075,,,87.54,0.93,,M3.0 V,3385.0,0.33,0.33,-0.02,-1.824,4.91,5.0,13.1,,79.3002,130.0266951,19.0923416
4134,HD 1461,HD 1461,HIP 1499,TIC 37748347,b,W. M. Keck Observatory,1,2,Radial Velocity,2010,5.77152,0.0634,2.42,6.44,2.5,0.172,,,,,2.28,G0 V,5765.0,1.15,1.02,0.19,0.095,4.38,7.12,1.00918,,23.4534,4.6762645,-8.0536206
4135,K2-326,,,TIC 422487869,b,K2,1,1,Transit,2020,1.256,0.0198,2.28,5.82,2.7,,,1114.0,85.63,0.48,,,3924.0,0.69,0.51,,-0.978,4.46,,2.80726,,282.308,351.612262,1.3375909
4136,K2-374,,,TIC 321285788,c,K2,1,2,Transit,2022,16.43445,,2.213,5.53,2.8,,,,,0.649,,G3,5789.0,0.91,0.73,-0.292,-0.059,4.39,,1.82777,,359.439,137.3794986,16.3558324
4137,K2-391,,,TIC 9054633,b,K2,1,1,Transit,2022,4.622654,,1.371,2.45,5.22,,,,,0.434,,G7,5543.0,0.57,0.76,-0.543,0.391,4.97,,0.22221,,507.94,356.2260152,-7.7015151
4138,Kepler-1085,,,TIC 158487108,b,Kepler,1,2,Transit,2016,219.3217528,0.7391,7.22,41.2,0.602,0.0,2.06,313.0,89.9,0.244,,,6000.0,1.14,1.11,0.08,0.079,4.37,3.39,1.04654,,1364.53,287.4776359,46.1411685
4139,Kepler-1085,,,TIC 158487108,c,Kepler,1,2,Transit,2020,56.7771,0.3002,3.268,10.7,1.68,0.0,13.74,491.0,89.15,0.3053,,,5816.0,1.08,1.05,0.07,0.079,4.39,0.3,1.18069,,1364.53,287.4776359,46.1411685
4140,Kepler-132,,,TIC 237158274,c,Kepler,2,4,Transit,2014,6.414914,0.068,1.28,2.18,5.71,0.0,278.29,1069.0,83.44,0.08,,,6003.0,1.18,0.98,-0.216,0.211,4.31,4.37,0.49635,,349.549,283.23581,41.343037
4141,Kepler-347,,,TIC 299158566,b,Kepler,1,2,Transit,2014,12.79836,0.11,1.97,4.54,3.26,0.0,180.55,908.0,86.06,0.71,,,6088.0,1.0,1.05,0.16,0.342,4.47,0.3,0.14332,,1298.88,289.1995995,49.3056404
4142,Kepler-537,,,TIC 267673013,b,Kepler,1,1,Transit,2016,3.24755522,0.0442,1.41,2.57,5.04,0.0,442.52,1181.0,88.14,0.78,,,5763.0,0.99,1.07,0.23,-0.039,4.47,1.45,1.46831,,439.4,289.8805804,51.2769907
4143,Kepler-313,,,TIC 28448998,c,Kepler,1,2,Transit,2014,32.273273,0.208,2.57,7.13,2.31,0.0,51.5,683.0,88.5,0.74,,,5727.0,1.54,1.08,0.16,0.312,4.13,6.61,0.51978,,1079.3952487,298.2948708,48.7754
4144,K2-274,,,TIC 195193560,b,K2,1,1,Transit,2018,14.1330314,0.0964,2.08,4.98,3.04,,,655.0,89.44,0.34,,,5044.0,0.7,0.79,-0.16,-0.509,4.64,,2.98894,,228.327,129.2823699,20.3992512
4145,K2-90,,,TIC 14111411,c,K2,1,2,Transit,2016,2.900706,0.035,1.3,2.24,5.6,0.19,80.8,,86.94,,,,4421.98,0.63,0.7,-0.225,-0.968,4.79,,3.74,,134.188,59.1527391,22.4724517
